produto_descricao;produto_quantidade;produto_unidade_comercial;produto_valor_unitario_comercializacao;nota_data_emissao
B0;240;UN;29,5;20201010
B0;780;UN;29,5;20201219
B1;9;UN;8,26;20201105
B1;11;UN;8,26;20201203
B1;14;UN;8,26;20201016
B1;24;UN;8,26;20201010
B1;45;UN;8,26;20210126
B1;45;UN;8,26;20210130
B1;45;UN;8,26;20201210
B1;90;UN;8,26;20201219
B4;1;UN;4,56;20210119
B4;7;UN;4,56;20201105
B4;11;UN;4,56;20210126
B4;34;UN;4,56;20201010
B4;39;UN;4,56;20210114
B4;45;UN;4,56;20210130
B4;45;UN;4,56;20201203
B4;90;UN;4,56;20201219
B2;8;UN;10,51;20210126
B2;24;UN;10,51;20210119
B2;48;UN;10,51;20210114
B2;216;UN;10,51;20210108
B2;216;UN;10,51;20210130
B3;48;UN;21,01;20210114
B3;72;UN;21,01;20210130
B3;120;UN;21,01;20201219
A9;5;UN;132,25;20201203
B0;2;UN;29,09;20201110
B0;10;UN;29,09;20201031
B0;14;UN;29,09;20201203
B0;15;UN;29,09;20201105
B0;33;UN;29,09;20201210
B0;60;UN;29,09;20201010
B0;60;UN;29,09;20201016
B0;60;UN;29,09;20201022
B0;120;UN;29,09;20210108
B2;6;UN;10,37;20210119
B2;24;UN;10,37;20210108
B2;24;UN;10,37;20210115
B2;24;UN;10,37;20210126
B2;48;UN;10,37;20201210
B2;72;UN;10,37;20210131
B3;24;UN;20,72;20201010
B3;24;UN;20,72;20201016
B3;24;UN;20,72;20210131
B3;48;UN;20,72;20201022
A8;45;UN;7,81;20210115
B0;120;UN;29,5;20201016
B0;7020;UN;29,5;20210113
B0;10020;UN;29,29;20210120
B1;45;UN;8,2;20210122
B1;45;UN;8,26;20201216
B3;72;UN;21,01;20210115
B3;96;UN;21,01;20201016
B3;144;UN;21,01;20201216
B0;9;UN;29,5;20210114
B0;11;UN;29,5;20201203
B0;17;UN;29,5;20201009
B0;52;UN;29,5;20201210
B0;60;UN;29,5;20201021
B0;120;UN;29,5;20210119
B0;180;UN;29,5;20201027
B0;300;UN;29,5;20210108
B4;90;UN;4,56;20201027
B2;8;UN;10,51;20210119
B2;24;UN;10,51;20210114
B2;72;UN;10,51;20210126
B2;96;UN;10,51;20210108
B2;96;UN;10,51;20210129
B3;48;UN;21,01;20201203
B3;48;UN;21,01;20201210
B3;144;UN;21,01;20210108
B3;168;UN;21,01;20210129
B0;120;UN;29,5;20201029
A8;4;UN;7,7;20201203
A8;12;UN;7,7;20210119
A8;12;UN;7,7;20210119
A8;45;UN;7,7;20210111
A8;45;UN;7,7;20210111
A8;45;UN;7,7;20201203
A8;45;UN;7,7;20201210
A8;45;UN;7,7;20210119
A8;45;UN;7,7;20201021
A8;90;UN;7,7;20210118
A9;5;UN;132,25;20201210
A9;5;UN;132,25;20210119
A9;10;UN;132,25;20201021
A9;15;UN;132,25;20201203
B0;7;UN;29,09;20201021
B0;8;UN;29,09;20201203
B0;9;UN;29,09;20201016
B0;11;UN;29,09;20201016
B0;15;UN;29,09;20201105
B0;17;UN;29,09;20201013
B0;18;UN;29,09;20201028
B0;60;UN;29,09;20201028
B0;60;UN;29,09;20201205
B0;60;UN;29,09;20201210
B0;60;UN;29,09;20201210
B0;60;UN;29,09;20201219
B0;60;UN;29,09;20210119
B0;120;UN;29,09;20201013
B0;120;UN;29,09;20201016
B0;120;UN;29,09;20210119
B0;120;UN;29,09;20210119
B0;120;UN;29,09;20201021
B0;120;UN;29,09;20201021
B0;120;UN;29,09;20201021
B0;240;UN;29,09;20201028
B0;240;UN;29,09;20201203
B0;240;UN;29,09;20201203
B0;240;UN;29,09;20201210
B0;540;UN;29,09;20201203
B0;840;UN;29,09;20210119
B0;1080;UN;29,09;20201219
B0;1080;UN;29,09;20201219
B0;1140;UN;29,09;20201219
B0;1680;UN;29,09;20201021
B0;3840;UN;29,09;20201219
B1;3;UN;8,14;20201016
B1;6;UN;8,14;20210119
B1;6;UN;8,14;20210119
B1;7;UN;8,14;20201021
B1;8;UN;8,14;20201016
B1;10;UN;8,14;20210126
B1;11;UN;8,14;20201105
B1;12;UN;8,14;20201013
B1;13;UN;8,14;20210126
B1;19;UN;8,14;20210119
B1;26;UN;8,14;20201105
B1;29;UN;8,14;20210127
B1;36;UN;8,14;20210118
B1;40;UN;8,14;20210126
B1;45;UN;8,14;20210111
B1;45;UN;8,14;20210118
B1;45;UN;8,14;20210130
B1;45;UN;8,14;20210130
B1;90;UN;8,14;20210111
B1;90;UN;8,14;20201021
B1;135;UN;8,14;20210111
B1;135;UN;8,14;20210126
B1;135;UN;8,14;20201105
B1;270;UN;8,14;20201021
B1;315;UN;8,14;20201203
B1;360;UN;8,14;20210111
B4;1;UN;4,5;20201016
B4;1;UN;4,5;20210119
B4;1;UN;4,5;20210119
B4;2;UN;4,5;20201203
B4;3;UN;4,5;20201013
B4;3;UN;4,5;20201203
B4;4;UN;4,5;20210118
B4;6;UN;4,5;20201013
B4;6;UN;4,5;20210111
B4;8;UN;4,5;20210126
B4;10;UN;4,5;20210111
B4;10;UN;4,5;20210127
B4;11;UN;4,5;20201021
B4;16;UN;4,5;20201016
B4;20;UN;4,5;20201013
B4;45;UN;4,5;20201013
B4;45;UN;4,5;20201028
B4;45;UN;4,5;20210111
B4;45;UN;4,5;20210118
B4;45;UN;4,5;20210126
B4;45;UN;4,5;20201105
B4;45;UN;4,5;20210119
B4;90;UN;4,5;20210130
B4;90;UN;4,5;20201203
B4;90;UN;4,5;20201021
B4;135;UN;4,5;20201016
B2;2;UN;10,37;20210118
B2;9;UN;10,37;20201105
B2;10;UN;10,37;20210119
B2;14;UN;10,37;20201203
B2;16;UN;10,37;20201210
B2;24;UN;10,37;20210118
B2;24;UN;10,37;20210118
B2;24;UN;10,37;20210126
B2;24;UN;10,37;20210127
B2;24;UN;10,37;20201013
B2;24;UN;10,37;20201028
B2;24;UN;10,37;20201203
B2;24;UN;10,37;20201205
B2;24;UN;10,37;20201210
B2;48;UN;10,37;20210111
B2;48;UN;10,37;20210126
B2;48;UN;10,37;20210130
B2;48;UN;10,37;20210119
B2;72;UN;10,37;20210111
B2;72;UN;10,37;20201210
B2;96;UN;10,37;20210111
B2;120;UN;10,37;20210111
B2;120;UN;10,37;20210126
B2;120;UN;10,37;20210119
B2;144;UN;10,37;20210118
B2;144;UN;10,37;20201105
B2;144;UN;10,37;20201021
B2;216;UN;10,37;20201203
B2;432;UN;10,37;20210111
B3;1;UN;20,72;20201013
B3;1;UN;20,72;20201016
B3;2;UN;20,72;20201016
B3;2;UN;20,72;20210118
B3;4;UN;20,72;20201105
B3;24;UN;20,72;20201013
B3;24;UN;20,72;20201028
B3;24;UN;20,72;20201105
B3;24;UN;20,72;20201203
B3;24;UN;20,72;20201210
B3;24;UN;20,72;20210119
B3;24;UN;20,72;20201021
B3;48;UN;20,72;20201013
B3;72;UN;20,72;20210111
B3;144;UN;20,72;20201021
B3;240;UN;20,72;20201203
A8;45;UN;7,7;20201214
B0;480;UN;29,09;20201214
B1;405;UN;8,14;20201214
B4;1170;UN;4,5;20201214
B2;144;UN;10,37;20201214
B3;144;UN;20,72;20201214
B0;60;UN;29,5;20201031
B0;840;UN;29,5;20201127
B0;60;UN;29,09;20201013
B0;60;UN;29,09;20201017
B0;120;UN;29,09;20201029
B0;480;UN;29,5;20201128
B0;60;UN;27,2;20201017
B0;180;UN;27,2;20201023
B0;300;UN;27,2;20201009
B0;420;UN;27,2;20201029
B0;120;UN;27,2;20201030
B0;60;UN;29,5;20201013
B0;60;UN;29,5;20201017
B0;240;UN;29,5;20201029
B2;24;UN;10,37;20201025
B0;1200;UN;6,3;20201017
B0;1200;UN;6,3;20201017
B0;780;UN;29,09;20201130
B0;840;UN;29,09;20210115
B4;90;UN;4,5;20210115
B3;576;UN;20,72;20210115
A8;720;UN;7,7;20201111
B0;12000;UN;29,09;20210114
B0;13260;UN;29,09;20201111
B1;495;UN;8,14;20201111
B1;810;UN;8,14;20210114
B4;495;UN;4,5;20201111
B2;408;UN;10,37;20201111
B2;528;UN;10,37;20201208
B2;600;UN;10,37;20210114
B3;240;UN;20,72;20201103
B3;240;UN;20,72;20201208
B3;576;UN;20,72;20201111
B3;840;UN;20,72;20210114
B6;518;MI;76,7742;20201211
B6;519;MI;76,7742;20210115
B6;521;MI;76,7742;20210115
B6;521;MI;76,7742;20210115
B6;524;MI;76,7742;20210115
A8;1;UN;1,26;20201007
A8;1;UN;1,26;20201007
A8;1;UN;1,26;20201104
A8;1;UN;1,26;20201201
A8;1;UN;1,26;20201201
A8;1;UN;1,26;20201209
A8;2;UN;1,26;20201207
A8;3;UN;1,26;20201015
A8;3;UN;1,26;20201104
A8;4;UN;1,26;20201008
A8;5;UN;1,26;20201209
A8;6;UN;1,26;20201202
A8;6;UN;1,26;20201210
A8;11;UN;1,26;20201104
A8;15;UN;1,26;20201209
A8;24;UN;1,26;20201209
A8;41;UN;1,26;20201009
A8;45;UN;1,26;20201104
A8;46;UN;1,26;20201013
A8;52;UN;1,26;20201016
A8;180;UN;1,26;20201209
A8;336;UN;1,26;20201211
D0;1;UN;2,39;20201005
D0;1;UN;2,39;20201009
D0;1;UN;2,39;20201016
D0;1;UN;2,39;20201201
D0;1;UN;2,39;20201201
D0;1;UN;2,39;20201201
D0;1;UN;2,39;20201202
D0;1;UN;2,39;20201209
D0;1;UN;2,39;20201210
D0;2;UN;2,39;20201007
D0;2;UN;2,39;20201009
D0;2;UN;2,39;20201013
D0;2;UN;2,39;20201016
D0;2;UN;2,39;20201104
D0;2;UN;2,39;20201201
D0;3;UN;2,39;20201009
D0;3;UN;2,39;20201207
D0;4;UN;2,39;20201016
D0;4;UN;2,39;20201104
D0;4;UN;2,39;20201209
D0;5;UN;2,39;20201014
D0;6;UN;2,39;20201009
D0;12;UN;2,39;20201104
D0;20;UN;2,39;20201209
D0;24;UN;2,39;20201209
D0;33;UN;2,39;20201104
D0;36;UN;2,39;20201013
D0;36;UN;2,39;20201103
D0;36;UN;2,39;20201103
D0;36;UN;2,39;20201104
D0;396;UN;2,39;20201016
D0;483;UN;2,39;20201103
D0;548;UN;2,39;20201201
A9;1;UN;29,76;20201009
A9;1;UN;29,76;20201019
A9;1;UN;29,76;20201104
A9;1;UN;29,76;20201104
A9;1;UN;29,76;20201104
A9;2;UN;29,76;20201209
A9;3;UN;29,76;20201015
A9;3;UN;29,76;20201016
A9;5;UN;29,76;20201007
A9;5;UN;29,76;20201009
A9;5;UN;29,76;20201009
A9;5;UN;29,76;20201013
A9;5;UN;29,76;20201210
A9;6;UN;29,76;20201013
A9;6;UN;29,76;20201202
A9;7;UN;29,76;20201009
A9;10;UN;29,76;20201210
A9;11;UN;29,76;20201104
A9;13;UN;29,76;20201007
A9;15;UN;29,76;20201201
A8;1;UN;1,9;20201002
A8;1;UN;1,9;20201013
A8;1;UN;1,9;20201014
A8;1;UN;1,9;20201210
A8;2;UN;1,5;20201005
A8;2;UN;1,9;20201013
A8;2;UN;1,9;20201209
A8;4;UN;1,9;20201013
A8;14;UN;1,9;20201014
A8;18;UN;1,9;20201210
A8;115;UN;1,9;20201201
A9;1;UN;31,2;20201013
A9;4;UN;31,2;20201013
A9;5;UN;31,41;20201104
A9;15;UN;31,41;20201104
A0;1;UN;2,56;20201005
A0;1;UN;2,56;20201005
A0;1;UN;2,56;20201104
A0;2;UN;2,56;20201014
A0;4;UN;2,56;20201104
A0;6;UN;2,56;20201014
A0;7;UN;2,56;20201002
A0;13;UN;2,56;20201202
A0;36;UN;2,56;20201013
A0;48;UN;2,56;20201104
A0;48;UN;2,56;20201201
A0;96;UN;2,56;20201005
A0;144;UN;2,56;20201103
A0;371;UN;2,56;20201103
A0;480;UN;2,56;20201005
A0;3262;UN;2,56;20201019
A0;6576;UN;2,56;20201019
A0;12920;UN;2,56;20201019
B0;1;UN;0,88;20201008
B0;1;UN;0,88;20201009
B0;1;UN;0,88;20201013
B0;1;UN;0,88;20201016
B0;1;UN;0,88;20201201
B0;1;UN;0,88;20201209
B0;2;UN;0,88;20201103
B0;2;UN;0,88;20201201
B0;3;UN;0,88;20201007
B0;3;UN;0,88;20201201
B0;3;UN;0,88;20201201
B0;7;UN;0,88;20201210
B0;8;UN;0,88;20201201
B0;8;UN;0,88;20201210
B0;17;UN;0,88;20201013
B0;25;UN;0,88;20201007
B3;1;UN;2,17;20201007
B3;1;UN;2,17;20201104
B3;1;UN;2,17;20201104
B3;2;UN;2,17;20201016
B3;4;UN;2,17;20201209
B3;6;UN;2,17;20201210
B3;16;UN;2,17;20201007
B3;19;UN;2,17;20201104
B3;22;UN;2,17;20201013
B3;24;UN;2,17;20201002
B1;5;UN;1,86;20201015
B1;471;UN;1,86;20201015
B2;1;UN;2,4;20201009
B2;1;UN;2,4;20201009
B2;1;UN;2,4;20201014
B2;1;UN;2,4;20201104
B2;1;UN;2,4;20201210
B2;2;UN;2,4;20201007
B2;2;UN;2,4;20201207
B2;3;UN;2,4;20201002
B2;4;UN;2,4;20201009
B2;7;UN;2,4;20201209
B2;14;UN;2,4;20201002
B2;15;UN;2,4;20201016
B2;18;UN;2,4;20201210
B2;24;UN;2,4;20201202
B4;1;UN;1,37;20201210
B4;3;UN;1,37;20201201
B4;4;UN;1,37;20201209
B4;5;UN;1,37;20201009
B4;40;UN;1,37;20201015
B4;113;UN;1,37;20201201
B0;1;UN;0,97;20201005
B0;1;UN;0,97;20201013
B0;1;UN;0,97;20201013
B0;2;UN;0,97;20201013
B0;6;UN;0,97;20201104
B0;19;UN;0,97;20201211
B1;1;UN;2,34;20201201
B1;1;UN;2,34;20201202
B1;1;UN;2,34;20201202
B1;1;UN;2,34;20201209
B1;1;UN;2,34;20201210
B1;2;UN;2,34;20201005
B1;2;UN;2,34;20201210
B1;4;UN;2,34;20201014
B1;5;UN;2,34;20201202
B1;8;UN;2,34;20201013
B1;150;UN;2,34;20201201
B4;1;UN;1,74;20201005
B4;1;UN;1,74;20201202
B4;2;UN;1,74;20201007
B4;3;UN;1,74;20201210
B4;11;UN;1,74;20201210
B2;1;UN;2,78;20201009
B2;1;UN;2,78;20201013
B2;1;UN;2,78;20201014
B2;1;UN;2,78;20201201
B2;1;UN;2,78;20201202
B2;1;UN;2,78;20201202
B2;1;UN;2,78;20201210
B2;1;UN;2,78;20201210
B2;2;UN;2,78;20201009
B2;2;UN;2,78;20201202
B2;3;UN;2,78;20201104
B2;4;UN;2,78;20201103
B2;4;UN;2,78;20201201
B2;12;UN;2,78;20201104
B2;24;UN;2,78;20201005
B2;24;UN;2,78;20201202
B2;24;UN;2,78;20201210
B2;112;UN;2,78;20201201
B3;1;UN;3,19;20201013
B3;1;UN;3,19;20201013
B3;1;UN;3,19;20201014
B3;1;UN;3,19;20201014
B3;2;UN;3,19;20201013
B3;2;UN;3,19;20201013
B3;2;UN;3,19;20201103
B3;6;UN;3,19;20201014
B3;8;UN;3,19;20201202
B3;15;UN;3,19;20201207
B3;20;UN;3,19;20201202
B3;24;UN;3,19;20201001
B3;24;UN;3,19;20201104
B3;24;UN;3,19;20201210
B3;24;UN;3,19;20201210
B3;26;UN;3,19;20201014
A9;2;UN;29,76;20201007
A9;5;UN;29,76;20201007
A9;1;UN;31,2;20201016
B0;2;UN;0,88;20201007
B3;1;UN;2,17;20201007
B2;1;UN;2,4;20201007
B1;1;UN;2,34;20201019
A0;18;UN;2,56;20201002
B0;14;UN;0,97;20201002
B4;7;UN;1,74;20201002
B2;6;UN;2,78;20201002
B2;7;UN;2,78;20201002
B3;16;UN;3,19;20201002
B0;30;UN;4,71;20201204
B1;10;UN;1,6;20201204
B2;10;UN;1,62;20201204
A8;24;UN;7,7;20201022
A8;45;UN;7,7;20201031
A8;90;UN;7,7;20201127
A8;90;UN;7,7;20201211
A8;90;UN;7,7;20201211
B0;12;UN;29,09;20201016
B0;60;UN;29,09;20210114
B0;60;UN;29,09;20201010
B0;60;UN;29,09;20201127
B0;60;UN;29,09;20201211
B0;60;UN;29,09;20201211
B0;120;UN;29,09;20201127
B0;120;UN;29,09;20210108
B0;120;UN;29,09;20201010
B1;12;UN;8,14;20201017
B1;45;UN;8,14;20201010
B1;45;UN;8,14;20201211
B1;45;UN;8,14;20201211
B4;12;UN;4,5;20210108
B4;12;UN;4,5;20210127
B2;24;UN;10,37;20210108
B2;24;UN;10,37;20210121
B2;24;UN;10,37;20210127
B2;24;UN;10,37;20201127
B2;24;UN;10,37;20201203
B2;72;UN;10,37;20201127
B2;96;UN;10,37;20201211
B2;120;UN;10,37;20201211
B3;12;UN;20,72;20201016
B3;12;UN;20,72;20201017
B3;12;UN;20,72;20201031
B3;12;UN;20,72;20201203
B3;24;UN;20,72;20201127
B3;24;UN;20,72;20210121
B3;24;UN;20,72;20201211
B3;48;UN;20,72;20201211
B4;45;UN;4,5;20201106
B4;45;UN;4,5;20210121
B4;135;UN;4,5;20201016
A8;90;UN;7,2;20210127
A8;90;UN;7,2;20201203
A8;270;UN;7,2;20210129
A8;540;UN;7,2;20201210
B0;60;UN;27,2;20201016
B0;120;UN;27,2;20201127
B0;180;UN;27,2;20201010
B0;180;UN;27,2;20201030
B0;300;UN;27,2;20210114
B0;420;UN;27,2;20201022
B0;420;UN;27,2;20201127
B0;420;UN;27,2;20201203
B0;780;UN;27,2;20201030
B0;3300;UN;27,2;20201210
B1;12;UN;7,62;20201016
B1;45;UN;7,62;20201107
B1;45;UN;7,62;20201203
B1;90;UN;7,62;20201022
B1;180;UN;7,62;20201210
B4;90;UN;4,21;20201210
B2;24;UN;9,7;20210114
B2;24;UN;9,7;20201030
B2;48;UN;9,7;20210121
B2;48;UN;9,7;20201022
B2;72;UN;9,7;20210108
B2;72;UN;9,7;20210127
B2;72;UN;9,7;20201010
B2;72;UN;9,7;20201203
B2;120;UN;9,7;20201127
B2;144;UN;9,7;20201030
B2;360;UN;9,7;20201210
B3;24;UN;19,38;20201030
B3;24;UN;19,38;20201107
B3;48;UN;19,38;20210114
B3;48;UN;19,38;20201127
B3;120;UN;19,38;20210121
B3;120;UN;19,38;20210127
B3;120;UN;19,38;20201030
B3;144;UN;19,38;20201203
B3;336;UN;19,38;20210108
B3;624;UN;19,38;20201210
B3;24;UN;20,72;20201106
B3;24;UN;20,72;20201009
B3;24;UN;20,72;20201203
B3;72;UN;20,72;20201210
B4;90;UN;4,5;20210106
B0;60;UN;29,5;20201022
B0;360;UN;29,5;20201030
B0;720;UN;29,5;20201210
B1;45;UN;8,26;20201022
B1;45;UN;8,26;20201028
B1;45;UN;8,26;20201210
B1;135;UN;8,26;20201030
B2;48;UN;10,51;20210108
B2;120;UN;10,51;20210127
B2;144;UN;10,51;20201210
B3;48;UN;21,01;20210127
B3;48;UN;21,01;20201030
B3;144;UN;21,01;20201210
B0;60;UN;29,5;20210115
B0;60;UN;29,5;20201017
B0;60;UN;29,5;20201203
B0;240;UN;29,5;20201106
B0;780;UN;29,5;20201210
B1;45;UN;8,26;20210121
B1;45;UN;8,26;20201127
B1;45;UN;8,26;20201009
B1;45;UN;8,26;20201022
B1;45;UN;8,26;20201028
B1;45;UN;8,26;20201210
B4;45;UN;4,56;20210108
B4;45;UN;4,56;20210127
B4;45;UN;4,56;20201106
B4;45;UN;4,56;20201203
B4;90;UN;4,56;20201210
B2;24;UN;10,51;20210115
B2;24;UN;10,51;20201017
B2;72;UN;10,51;20210108
B2;72;UN;10,51;20201106
B2;72;UN;10,51;20201028
B2;72;UN;10,51;20201203
B2;120;UN;10,51;20201009
B2;144;UN;10,51;20201127
B2;312;UN;10,51;20201210
B3;24;UN;21,01;20210115
B3;48;UN;21,01;20201106
B3;48;UN;21,01;20201028
B3;48;UN;21,01;20201203
B3;72;UN;21,01;20210108
B3;72;UN;21,01;20201022
B3;96;UN;21,01;20201127
B3;288;UN;21,01;20201210
B4;45;UN;4,56;20201017
A8;45;UN;7,81;20201203
A8;90;UN;7,81;20201031
A8;90;UN;7,81;20201128
A8;90;UN;7,81;20201204
A8;135;UN;7,81;20201211
B0;360;UN;29,5;20201211
B1;45;UN;8,26;20201030
B1;45;UN;8,26;20201211
B1;90;UN;8,26;20201204
B4;12;UN;4,56;20201016
B4;45;UN;4,56;20201022
B4;45;UN;4,56;20201030
B4;45;UN;4,56;20201204
B4;135;UN;4,56;20201031
B4;180;UN;4,56;20201211
B2;48;UN;10,51;20201203
B2;72;UN;10,51;20201128
B2;120;UN;10,51;20201204
B2;168;UN;10,51;20201211
B3;120;UN;21,01;20210131
A8;45;UN;7,7;20210108
A8;45;UN;7,7;20210127
A8;45;UN;7,7;20201127
A8;90;UN;7,7;20201211
B0;60;UN;29,09;20210108
B0;60;UN;29,09;20201017
B0;60;UN;29,09;20201022
B0;120;UN;29,09;20210115
B0;120;UN;29,09;20201013
B0;180;UN;29,09;20201211
B4;36;UN;4,5;20201013
B4;45;UN;4,5;20201127
B2;24;UN;10,37;20210127
B2;24;UN;10,37;20201127
B2;24;UN;10,37;20201013
B2;24;UN;10,37;20201017
B2;48;UN;10,37;20201203
B2;72;UN;10,37;20210108
B2;96;UN;10,37;20201211
B3;24;UN;20,72;20210127
B3;24;UN;20,72;20201022
B3;24;UN;20,72;20201031
B3;48;UN;20,72;20201127
B3;48;UN;20,72;20201013
B3;96;UN;20,72;20201211
A9;5;UN;132,25;20201018
B0;120;UN;29,09;20201018
B0;420;UN;29,09;20201210
B4;45;UN;4,5;20201030
B4;135;UN;4,5;20201210
B3;192;UN;20,72;20201106
B0;20;UN;29,09;20201031
B0;25;UN;29,09;20201212
B0;60;UN;29,09;20210113
A8;45;UN;7,2;20201210
B0;60;UN;27,2;20210115
B0;60;UN;27,2;20201127
B0;60;UN;27,2;20201010
B0;60;UN;27,2;20201022
B0;120;UN;27,2;20201017
B0;180;UN;27,2;20201203
B0;240;UN;27,2;20210108
B0;240;UN;27,2;20201210
B2;24;UN;9,7;20210108
B2;24;UN;9,7;20210115
B2;24;UN;9,7;20201210
B3;24;UN;19,38;20210115
B3;24;UN;19,38;20210121
B3;24;UN;19,38;20201127
B3;24;UN;19,38;20201017
B3;48;UN;19,38;20210108
B3;48;UN;19,38;20201203
B3;72;UN;19,38;20210127
B3;96;UN;19,38;20201210
B0;60;UN;29,09;20201015
B0;60;UN;29,09;20201017
B0;240;UN;29,09;20201022
B0;240;UN;29,09;20201211
B1;45;UN;8,14;20201203
B1;90;UN;8,14;20210121
B1;90;UN;8,14;20201031
B1;135;UN;8,14;20210108
B1;135;UN;8,14;20201022
B1;180;UN;8,14;20201015
B1;225;UN;8,14;20201128
B1;360;UN;8,14;20201211
B3;12;UN;20,72;20201017
B3;24;UN;20,72;20210115
B3;24;UN;20,72;20210127
B3;48;UN;20,72;20201107
B3;72;UN;20,72;20201015
B3;120;UN;20,72;20201211
B1;12;UN;8,14;20210114
B1;270;UN;8,14;20210108
B3;12;UN;20,72;20210121
B1;45;UN;8,26;20201210
B4;45;UN;4,56;20201018
B4;90;UN;4,56;20210127
B3;24;UN;21,01;20201018
A9;5;UN;134,11;20210108
A9;5;UN;134,11;20201127
A9;5;UN;134,11;20201203
A9;5;UN;134,11;20201205
A9;5;UN;134,11;20201211
A9;10;UN;134,11;20201028
B4;45;UN;4,56;20201022
B4;90;UN;4,56;20201127
B4;90;UN;4,56;20201016
B4;135;UN;4,56;20201106
B4;135;UN;4,56;20201211
B4;180;UN;4,56;20201205
B3;24;UN;21,01;20201010
B3;24;UN;21,01;20201016
B3;24;UN;21,01;20201022
B3;96;UN;21,01;20201127
B3;120;UN;21,01;20201028
B3;168;UN;21,01;20201203
B3;288;UN;21,01;20201106
B3;288;UN;21,01;20201211
B3;600;UN;21,01;20201205
B0;120;UN;29,29;20201018
B3;48;UN;18,15;20210127
B2;96;UN;10,44;20201211
B1;315;UN;8,26;20210127
B2;96;UN;10,51;20210127
B3;72;UN;21,01;20210127
B3;24;UN;21,01;20201030
A8;2025;UN;7,81;20201212
B0;60;UN;29,5;20201212
B0;60;UN;29,5;20201212
B1;270;UN;8,26;20201027
A8;225;UN;7,81;20201009
B1;90;UN;8,26;20201009
B4;360;UN;4,56;20201009
B2;48;UN;10,51;20201026
B3;48;UN;21,01;20210128
B3;48;UN;21,01;20201212
B0;600;UN;27,2;20201229
B3;600;UN;19,38;20201229
B0;60;UN;27,2;20201025
B0;240;UN;27,2;20201213
A9;5;UN;134,11;20210127
B1;45;UN;8,26;20201211
B1;135;UN;8,26;20201017
A8;1305;UN;7,81;20201026
B0;900;UN;29,29;20210115
B0;1380;UN;29,5;20201026
B0;780;UN;5,89;20201023
B0;1020;UN;27,2;20201215
A9;5;UN;134,11;20201211
B0;12;UN;29,5;20201017
B0;60;UN;29,5;20210108
B0;60;UN;29,5;20201022
B0;120;UN;29,5;20201128
B0;120;UN;29,5;20201009
B0;360;UN;29,5;20201211
B3;72;UN;21,01;20210108
B3;72;UN;21,01;20201211
B0;360;UN;27,2;20201209
B2;72;UN;9,7;20201209
B3;120;UN;19,38;20201209
A8;90;UN;7,75;20210129
B0;60;UN;29,5;20201211
B0;60;UN;29,5;20201213
B0;120;UN;29,5;20201128
B3;24;UN;21,01;20201017
B3;24;UN;21,01;20201128
B3;24;UN;21,01;20201213
B3;48;UN;21,01;20201211
A8;12;UN;7,81;20201010
A8;45;UN;7,81;20201211
B1;135;UN;8,26;20210130
B3;24;UN;21,01;20201017
B0;12;UN;29,09;20201210
B0;12;UN;29,09;20201212
B0;51;UN;29,09;20210119
B0;60;UN;29,09;20210119
B0;60;UN;29,09;20201017
B0;60;UN;29,09;20201211
B0;60;UN;29,09;20201021
B0;120;UN;29,09;20201025
B0;120;UN;29,09;20210114
B1;45;UN;8,14;20210126
B1;45;UN;8,14;20201203
B1;135;UN;8,14;20210128
B1;180;UN;8,14;20201027
B1;225;UN;8,14;20210127
B1;270;UN;8,14;20201212
B4;45;UN;4,56;20201017
B4;135;UN;4,56;20201030
B4;225;UN;4,56;20201210
A9;5;UN;134,11;20201018
B0;120;UN;29,5;20201018
B0;180;UN;29,5;20201210
B1;45;UN;8,26;20201018
B1;225;UN;8,26;20210127
B3;24;UN;21,01;20201018
B3;48;UN;21,01;20210127
B3;96;UN;21,01;20201210
A8;360;UN;7,81;20210108
B0;120;UN;29,5;20201009
B0;120;UN;29,5;20201203
B0;240;UN;29,5;20201022
B0;360;UN;29,5;20201030
B0;1380;UN;29,5;20201211
B3;24;UN;21,01;20210121
B3;24;UN;21,01;20201009
B3;24;UN;21,01;20201017
B3;24;UN;21,01;20201030
B3;24;UN;21,01;20201203
B3;48;UN;21,01;20210127
B3;96;UN;21,01;20210108
B3;96;UN;21,01;20201106
B3;240;UN;21,01;20201211
B0;120;UN;29,09;20201031
B2;24;UN;10,37;20201211
B0;120;UN;29,5;20201031
B0;180;UN;29,5;20201128
B0;300;UN;29,5;20201017
B2;24;UN;10,44;20210126
B3;48;UN;20,87;20210126
B0;60;UN;29,09;20201027
B0;120;UN;29,09;20201127
B0;240;UN;29,09;20201017
B0;600;UN;29,09;20201027
B0;600;UN;29,09;20201212
B0;720;UN;29,09;20201017
B3;24;UN;20,72;20210126
B3;24;UN;20,72;20201212
B3;48;UN;20,72;20201017
B3;72;UN;20,72;20210126
B3;96;UN;20,72;20201017
B3;96;UN;20,72;20201127
B0;50;UN;4,58;20210120
B2;50;UN;1,87;20210120
B2;80;UN;1,87;20210122
A8;15;UN;7,7;20201208
A8;25;UN;7,7;20201009
A8;180;UN;7,7;20201024
A8;90;UN;7,7;20210108
A8;90;UN;7,7;20201026
A8;180;UN;7,7;20201206
B1;45;UN;8,14;20201210
B1;62;UN;8,14;20201010
B1;180;UN;8,14;20210108
B0;60;UN;29,09;20201128
B3;24;UN;20,72;20201128
B3;48;UN;20,72;20201219
A8;135;UN;7,7;20201203
